y_predict,y_score,y_true
18,0.64971286,18
17,0.74630874,18
18,0.6204959,18
16,0.7038564,18
1,0.7516167,18
18,0.7393306,18
18,0.7593859,18
1,0.38793662,18
4,0.97630334,18
18,0.75974834,18
18,0.68295157,18
5,0.49938872,18
18,0.57382303,18
18,0.34872532,18
18,0.5607576,18
16,0.9805535,18
5,0.8247271,18
2,0.67898554,18
13,0.5492323,18
17,0.9444764,18
5,0.72902775,18
14,0.78298867,18
1,0.3103859,18
18,0.8537416,18
9,0.77131486,18
18,0.8644654,18
18,0.69104683,18
18,0.8420119,18
18,0.81046206,18
18,0.85822195,18
18,0.8186947,18
18,0.81088495,18
18,0.61158895,18
18,0.84559566,18
18,0.8107209,18
9,0.77544886,18
16,0.3472724,18
8,0.45609745,18
18,0.46669254,18
18,0.7527516,18
5,0.6713391,18
1,0.51303494,18
9,0.5705929,18
18,0.46611768,18
7,0.9751638,18
6,0.5291471,18
18,0.7912576,18
17,0.65949667,18
16,0.6388065,18
18,0.6216946,18
17,0.5893397,18
18,0.5496347,18
17,0.84191215,18
9,0.85127807,18
5,0.63919544,19
17,0.5837335,19
17,0.5850216,19
5,0.57335836,19
19,0.9993794,19
17,0.96528083,19
17,0.42679036,19
17,0.7045656,19
5,0.4422623,19
16,0.40007958,19
10,0.45937714,19
17,0.35183558,19
17,0.94605124,19
1,0.77630895,20
18,0.31082815,20
1,0.613058,20
4,0.83124954,20
20,0.83641756,20
16,0.85082054,20
20,0.8664405,20
0,0.3344401,20
20,0.9030447,20
20,0.8619382,20
20,0.9936972,20
8,0.3494191,20
17,0.9133628,20
17,0.91186845,20
16,0.9751747,20
1,0.8060282,20
16,0.9666473,20
17,0.5183235,20
20,0.93518424,20
18,0.71562994,20
1,0.5005333,20
6,0.80683357,21
1,0.4555827,21
3,0.799351,21
6,0.76689583,21
3,0.34624067,21
17,0.6948412,21
6,0.67919284,21
21,0.45264983,21
2,0.74723333,21
17,0.8957975,21
3,0.9473199,21
1,0.62645537,21
16,0.8444297,21
21,0.9554416,21
22,0.7326077,21
21,0.9348309,21
1,0.56547266,21
4,0.8090577,21
21,0.94303674,21
18,0.48592022,21
15,0.48828965,22
22,0.5686897,22
5,0.3860224,22
5,0.4993699,22
22,0.5781719,22
14,0.42297763,22
14,0.750419,22
1,0.4246654,22
4,0.78958875,22
22,0.8034731,22
16,0.40400836,22
22,0.31194595,22
17,0.9533521,22
22,0.4327141,22
22,0.48711067,22
22,0.6150479,22
1,0.42179078,22
18,0.3580291,22
1,0.31279185,22
5,0.4900817,22
18,0.727008,22
17,0.7423826,22
22,0.93504924,22
14,0.5978562,22
8,0.72368443,22
8,0.99974173,22
8,0.7144191,22
8,0.7776717,22
8,0.98838717,22
15,0.81210214,22
8,0.90378207,22
8,0.99448365,22
8,0.55763763,22
7,0.47915447,22
16,0.96638805,22
1,0.4735849,22
14,0.72993255,22
22,0.8847404,22
18,0.6439659,22
14,0.36183614,22
14,0.5019664,22
18,0.34776205,22
22,0.8347468,22
22,0.4613269,22
16,0.62029105,22
1,0.7795868,22
22,0.88715684,22
22,0.8907648,22
22,0.7263288,22
22,0.96952707,22
14,0.7404235,22
12,0.60295486,22
14,0.83802503,22
5,0.68157667,22
22,0.9502014,22
1,0.61282164,22
5,0.7835773,22
0,0.6990889,0
0,0.65026474,0
3,0.3325202,0
0,0.6707655,0
9,0.36596748,0
0,0.62639993,0
0,0.7640509,0
0,0.7158911,0
0,0.6843627,0
0,0.68614,0
0,0.6088566,0
0,0.7164238,0
0,0.43184504,0
1,0.6764256,1
5,0.758513,1
18,0.6806806,1
5,0.6618043,1
18,0.7738648,1
13,0.84415185,1
16,0.8571036,1
1,0.7639582,1
1,0.76125044,1
14,0.56182593,1
1,0.66685957,1
1,0.8283664,1
1,0.49965715,1
16,0.4833143,1
14,0.5076032,1
5,0.7432889,2
5,0.79595727,2
6,0.6447217,2
2,0.81852734,2
2,0.82465154,2
5,0.38214526,2
1,0.65355504,3
5,0.75724995,3
3,0.9313589,3
3,0.95263505,3
3,0.61498284,4
18,0.5828186,4
22,0.45242712,4
5,0.6816265,5
9,0.28759062,5
9,0.3306506,5
5,0.80166316,5
18,0.48983055,5
12,0.9997634,5
5,0.8101051,5
5,0.45044377,5
18,0.70819443,5
5,0.8191302,5
5,0.82637525,5
9,0.7901378,5
5,0.8488908,5
5,0.79722714,5
5,0.6794506,5
16,0.44859278,5
17,0.2955717,5
1,0.48426646,5
5,0.794929,5
5,0.47996828,5
13,0.7212041,5
5,0.7608203,5
2,0.82362455,5
18,0.5027639,6
17,0.6234792,6
6,0.80308586,6
5,0.7015777,6
7,0.9977428,7
7,0.9977428,7
14,0.7793779,7
22,0.32925218,8
8,0.92136365,8
8,0.9895504,8
3,0.5456606,8
8,0.3922342,8
9,0.5858039,9
18,0.41894594,9
3,0.9714804,9
3,0.7018322,9
9,0.7878937,9
10,0.77586037,9
9,0.8453394,9
6,0.4221428,9
0,0.58309305,10
4,0.31906188,10
10,0.776547,10
10,0.7675544,10
13,0.3175455,10
0,0.36739817,10
17,0.45426527,11
4,0.99483573,11
4,0.8299157,11
1,0.69458866,11
17,0.42863154,11
1,0.828901,11
12,0.99732083,12
7,0.69387823,12
12,0.99988484,12
15,0.55546266,12
12,0.999956,12
14,0.5271913,12
12,0.99238056,12
14,0.85679376,12
14,0.75387865,12
18,0.74630743,12
12,0.9997125,12
12,0.99940526,12
14,0.5617442,12
12,0.82179147,12
12,0.99934775,12
5,0.5209169,12
2,0.4023187,13
13,0.93021315,13
12,0.9899414,14
14,0.3055325,14
14,0.8412011,14
14,0.3828372,14
18,0.5639906,14
5,0.71004164,14
5,0.7884961,14
14,0.47104496,14
17,0.5209817,14
21,0.3121363,14
14,0.7371997,14
5,0.58354634,14
14,0.75894624,14
14,0.85551095,14
9,0.8237281,14
15,0.7019192,15
15,0.82372123,15
15,0.69485193,15
1,0.32998812,15
15,0.33302632,15
15,0.99570304,15
15,0.9914886,15
15,0.97882575,15
5,0.40434065,15
16,0.7745541,16
1,0.57797986,16
16,0.5490348,16
10,0.5352496,16
17,0.91040105,16
17,0.92527145,16
1,0.64945936,16
3,0.5653065,16
17,0.90429604,16
16,0.48107442,16
7,0.6002018,16
18,0.79021126,16
16,0.7746416,16
16,0.597588,16
4,0.6260416,16
16,0.65828776,16
16,0.9880619,16
16,0.58128947,16
1,0.74080515,16
5,0.4084522,16
5,0.6134099,16
13,0.5168295,17
14,0.49080366,17
14,0.84401953,17
10,0.5199309,17
18,0.42597556,17
18,0.48609006,17
1,0.47954878,17
16,0.35096565,17
17,0.6593337,17
18,0.3462467,18
4,0.49293488,18
3,0.3930147,18
18,0.7405468,18
22,0.6166131,18
18,0.8347897,18
6,0.7899135,18
18,0.63686526,18
18,0.8619422,18
1,0.7907868,18
18,0.86345494,18
18,0.5137333,18
18,0.8352057,18
8,0.9298178,18
17,0.28538904,18
21,0.5403047,18
17,0.5825902,19
16,0.38967383,20
4,0.9625028,20
17,0.5065514,20
20,0.9909561,20
20,0.48149848,20
1,0.71071076,20
4,0.45414764,20
21,0.93278766,21
10,0.6115322,21
4,0.5753347,21
15,0.4536425,21
17,0.92367727,21
1,0.64660215,21
22,0.9800203,22
5,0.55331314,22
1,0.4467829,22
0,0.6223174,22
4,0.8673362,22
22,0.8791073,22
17,0.51616794,22
5,0.5545482,22
17,0.9393636,22
1,0.4160931,22
22,0.87792706,22
3,0.8181003,22
22,0.9878363,22
8,0.7665636,22
1,0.8245263,22
12,0.58114845,22
11,1.0,22
1,0.5891652,22
10,0.3342511,22
22,0.5029648,22
5,0.7705752,22
5,0.76320523,22
14,0.8484826,22
