Image,Mask
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/00aecb01-a116-45a2-956c-08d2fa55433f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/00aecb01-a116-45a2-956c-08d2fa55433f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/00c0b293-48e7-4e16-ac76-9269ba535a62.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/00c0b293-48e7-4e16-ac76-9269ba535a62.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/00eeb3c9-a892-4fac-a67a-aaa6cc7ffd5c.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/00eeb3c9-a892-4fac-a67a-aaa6cc7ffd5c.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/00f08de1-517e-4652-a04f-d1dc9ee48593.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/00f08de1-517e-4652-a04f-d1dc9ee48593.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0100515c-5204-4f31-98e0-f35e4b00004a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0100515c-5204-4f31-98e0-f35e4b00004a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0101174b-6643-4d4e-b4ba-b6d41d0ce46a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0101174b-6643-4d4e-b4ba-b6d41d0ce46a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/010ccb9f-6d46-4380-af11-84f87397a1b8.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/010ccb9f-6d46-4380-af11-84f87397a1b8.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/012a5620-d082-4bb8-9b3b-e72d8938000c.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/012a5620-d082-4bb8-9b3b-e72d8938000c.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/013c7df0-d66d-4cb1-b3bc-a70085160311.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/013c7df0-d66d-4cb1-b3bc-a70085160311.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0174c4bb-28f5-41e3-a13f-a396badc18bd.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0174c4bb-28f5-41e3-a13f-a396badc18bd.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/018951e6-9fb3-4e92-8ce7-e3a018daf93f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/018951e6-9fb3-4e92-8ce7-e3a018daf93f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/019d950b-dd38-4cf3-a686-527a75728be6.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/019d950b-dd38-4cf3-a686-527a75728be6.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01a6eaa6-222f-4ea8-9874-bbd89dc1a1ce.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01a6eaa6-222f-4ea8-9874-bbd89dc1a1ce.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01a7353d-25bb-4ff8-916b-f50dd541dccf.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01a7353d-25bb-4ff8-916b-f50dd541dccf.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01adfd2f-7bc7-4cef-ab68-a0992752b620.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01adfd2f-7bc7-4cef-ab68-a0992752b620.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01b9e362-4950-40f5-88fa-7557ac2a45bb.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01b9e362-4950-40f5-88fa-7557ac2a45bb.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01be392f-a46d-4aef-a57e-9cd1a80dd47e.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01be392f-a46d-4aef-a57e-9cd1a80dd47e.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01cad8d0-45cd-4603-b099-94055d322310.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01cad8d0-45cd-4603-b099-94055d322310.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01cd2ba5-2baf-44b2-bf15-ee57e1ea4599.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01cd2ba5-2baf-44b2-bf15-ee57e1ea4599.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01d4fa0f-97a0-4522-b0d8-134400db2a3e.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01d4fa0f-97a0-4522-b0d8-134400db2a3e.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01dc817c-3cfa-49fe-8662-518edc30652a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01dc817c-3cfa-49fe-8662-518edc30652a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01f3abc2-33c7-4ea2-a599-dc49b76fcfae.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01f3abc2-33c7-4ea2-a599-dc49b76fcfae.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01fa0f5e-00c3-41cb-b5c7-10600c8633ae.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01fa0f5e-00c3-41cb-b5c7-10600c8633ae.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/01fdfd88-7607-48b9-ba05-a36e8b6fd19b.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/01fdfd88-7607-48b9-ba05-a36e8b6fd19b.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02002619-3dea-4038-8d4d-458db30ed8de.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02002619-3dea-4038-8d4d-458db30ed8de.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/020380f8-5c5a-4ded-bdf3-9ce3036945b4.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/020380f8-5c5a-4ded-bdf3-9ce3036945b4.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02099738-7465-4786-b71c-de8cdac477c3.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02099738-7465-4786-b71c-de8cdac477c3.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/020a16e3-baf9-4cf0-859c-c79b5253d717.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/020a16e3-baf9-4cf0-859c-c79b5253d717.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02285fa4-35b7-4af6-b88f-3cac45a7f5c8.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02285fa4-35b7-4af6-b88f-3cac45a7f5c8.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0232c2b8-f7ac-4f42-84be-510ccb7cf351.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0232c2b8-f7ac-4f42-84be-510ccb7cf351.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02363fdb-4cd0-4631-b3d8-7a10fddffa28.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02363fdb-4cd0-4631-b3d8-7a10fddffa28.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02475a31-ed48-4ff3-b401-5d74694bff8d.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02475a31-ed48-4ff3-b401-5d74694bff8d.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02589621-9494-4801-99a8-a4e89c1b525d.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02589621-9494-4801-99a8-a4e89c1b525d.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/025d196b-cfa4-44a5-9e31-0f73dc3b318f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/025d196b-cfa4-44a5-9e31-0f73dc3b318f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02743848-e50a-4faf-a3f4-a6215613a23d.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02743848-e50a-4faf-a3f4-a6215613a23d.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0294b4aa-5614-4b33-80a4-2c31b639e5b3.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0294b4aa-5614-4b33-80a4-2c31b639e5b3.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02b7b018-0fed-44c2-a9c2-93b2b3952efc.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02b7b018-0fed-44c2-a9c2-93b2b3952efc.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02c34d5b-16e9-412e-a385-ccd8cbceae16.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02c34d5b-16e9-412e-a385-ccd8cbceae16.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02cfa7d1-61e0-4d9e-8664-9a7469ccab76.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02cfa7d1-61e0-4d9e-8664-9a7469ccab76.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02e93c9a-c063-4bf2-9fa1-cb26692d58f8.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02e93c9a-c063-4bf2-9fa1-cb26692d58f8.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/02ea6b76-4189-47c5-a8bf-70590f84ebd8.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/02ea6b76-4189-47c5-a8bf-70590f84ebd8.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/031d627f-e6af-4588-8cca-6be8aa1222c7.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/031d627f-e6af-4588-8cca-6be8aa1222c7.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03249840-0a17-448c-bf41-7e156428ab59.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03249840-0a17-448c-bf41-7e156428ab59.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/035789b1-3736-405d-9910-f8f23c62ae9f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/035789b1-3736-405d-9910-f8f23c62ae9f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0361ea80-0215-4bbe-9bca-908ea7c4f8b6.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0361ea80-0215-4bbe-9bca-908ea7c4f8b6.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03a512bc-1162-404e-8c71-dc9e0dc7258f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03a512bc-1162-404e-8c71-dc9e0dc7258f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03a9498c-549d-4e7d-800b-e74797f7f625.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03a9498c-549d-4e7d-800b-e74797f7f625.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03ae75b6-45a7-4a68-9871-f07b82b17bf6.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03ae75b6-45a7-4a68-9871-f07b82b17bf6.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03cd7a5b-d5d7-40a1-81b1-c4264920530a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03cd7a5b-d5d7-40a1-81b1-c4264920530a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03cf6091-89c8-4ea2-a3d5-7ce26cc422cb.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03cf6091-89c8-4ea2-a3d5-7ce26cc422cb.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03d5bd1e-47f5-43cd-a94a-6ed6e456646f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03d5bd1e-47f5-43cd-a94a-6ed6e456646f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03d92597-3e33-4fdf-8db5-a27cf5b8d3eb.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03d92597-3e33-4fdf-8db5-a27cf5b8d3eb.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03e4827c-7338-4de3-9ac6-8831ba5637e9.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03e4827c-7338-4de3-9ac6-8831ba5637e9.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03e9a70f-3de8-4e13-b3f2-9dd6d75f496d.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03e9a70f-3de8-4e13-b3f2-9dd6d75f496d.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03edb5ed-9e76-4abe-bc35-7bc95fea7e6a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03edb5ed-9e76-4abe-bc35-7bc95fea7e6a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/03f8bb03-eb04-4365-ac4d-d63d2b5d49cc.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/03f8bb03-eb04-4365-ac4d-d63d2b5d49cc.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0409b97f-7673-42e2-9943-0656c6aaca69.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0409b97f-7673-42e2-9943-0656c6aaca69.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/040a0743-f663-4746-8224-f0e3bacc7ba5.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/040a0743-f663-4746-8224-f0e3bacc7ba5.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0428e86e-a279-4bdf-9b73-c9eead06a4e7.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0428e86e-a279-4bdf-9b73-c9eead06a4e7.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0444a527-72cf-4bc9-b17f-100cf7acc889.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0444a527-72cf-4bc9-b17f-100cf7acc889.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04558d1a-1f4d-47aa-bf07-a6f6595f9cec.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04558d1a-1f4d-47aa-bf07-a6f6595f9cec.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0488a028-fb77-46e1-85fb-f0b86cf57fee.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0488a028-fb77-46e1-85fb-f0b86cf57fee.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0499513a-5d48-4cf9-aac8-115e2a52fe1a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0499513a-5d48-4cf9-aac8-115e2a52fe1a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/049d7317-5a8b-4fc4-b81f-159fe6b45a92.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/049d7317-5a8b-4fc4-b81f-159fe6b45a92.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04a6aa6d-bd6d-48b1-822b-21b81c4bdf3a.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04a6aa6d-bd6d-48b1-822b-21b81c4bdf3a.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04c08d05-e5f7-4de3-b0b3-d39b3bb9d113.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04c08d05-e5f7-4de3-b0b3-d39b3bb9d113.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04ce0574-5d18-4661-973f-7bfbb0707a1c.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04ce0574-5d18-4661-973f-7bfbb0707a1c.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04d59a79-e659-49ca-8790-511f89ac3e1b.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04d59a79-e659-49ca-8790-511f89ac3e1b.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04dd9347-6215-4b34-a98f-a73e577aff9d.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04dd9347-6215-4b34-a98f-a73e577aff9d.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04e6f392-a196-447f-9b75-f5af995a36d0.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04e6f392-a196-447f-9b75-f5af995a36d0.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04e9f692-f3d6-496b-ae0c-905137cc1f84.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04e9f692-f3d6-496b-ae0c-905137cc1f84.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/04f9bcc7-8886-4e1a-a938-122d3a065e12.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/04f9bcc7-8886-4e1a-a938-122d3a065e12.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05083068-f4df-464a-b669-3c084ee05f1f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05083068-f4df-464a-b669-3c084ee05f1f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/051c2709-fbbf-408f-aa19-c869e16a79e2.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/051c2709-fbbf-408f-aa19-c869e16a79e2.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/051e6e97-fda7-4b5c-8d5f-084bf3607d22.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/051e6e97-fda7-4b5c-8d5f-084bf3607d22.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05212f46-32b5-4350-812b-2bab7509d93f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05212f46-32b5-4350-812b-2bab7509d93f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05333c60-bee9-4c69-adc6-fc9de52e8cdb.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05333c60-bee9-4c69-adc6-fc9de52e8cdb.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0550968f-5ad7-460c-96c5-c2702535e344.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0550968f-5ad7-460c-96c5-c2702535e344.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05632b7f-f4c5-4d67-aa93-8f3c04eb7937.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05632b7f-f4c5-4d67-aa93-8f3c04eb7937.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0567d70b-5a94-4363-a162-7207ffaff023.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0567d70b-5a94-4363-a162-7207ffaff023.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0572881e-d1dd-4757-a54e-b240b30da946.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0572881e-d1dd-4757-a54e-b240b30da946.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05744f1d-2fa5-41ce-85d3-3df6a7302064.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05744f1d-2fa5-41ce-85d3-3df6a7302064.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/0587782c-ac6b-4ae1-8ffb-ce894d09f75e.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/0587782c-ac6b-4ae1-8ffb-ce894d09f75e.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/059f1e59-573c-49d1-ac78-3323a2ff047f.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/059f1e59-573c-49d1-ac78-3323a2ff047f.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05b22cd6-c876-4360-8361-92845c6de8ba.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05b22cd6-c876-4360-8361-92845c6de8ba.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05b2d676-777a-4a4d-82ab-bf3f5f9b4d60.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05b2d676-777a-4a4d-82ab-bf3f5f9b4d60.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05b91b32-5635-4071-b45d-6a73f8eea918.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05b91b32-5635-4071-b45d-6a73f8eea918.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05b970e1-b223-4c17-a6a8-3f78c43c5308.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05b970e1-b223-4c17-a6a8-3f78c43c5308.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05bb6f8d-453b-4e56-ae92-2600e058ba65.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05bb6f8d-453b-4e56-ae92-2600e058ba65.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05d3817a-5535-4e77-8dda-d4412e496c81.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05d3817a-5535-4e77-8dda-d4412e496c81.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05d4d725-02a2-4c90-8ef8-463217889ba8.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05d4d725-02a2-4c90-8ef8-463217889ba8.jpg
E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Image/05dad446-45f7-44df-bd2f-4673d9502348.jpg,E:\MedicalData\kagglechallenge\pneumonia_detection_2018\segmentation/Mask/05dad446-45f7-44df-bd2f-4673d9502348.jpg
